"guild_id","role_id"
"1009841154243694624","1009860800506241164"
"1093234151278268436","1093234151278268439"
"1103052674993238148","1103055736780640287"
"1103052674993238148","1103055859229130832"
"1103052674993238148","1103054839329607810"
"1081921553425502249","1085266089136627712"
"1101198921247760564","1101370341831475283"
"1081921553425502249","1099365680517763072"
"1091388145758650418","1091478228889251841"
"1103907555375329320","1103907814990163989"
"1096705029341188147","1099358747165470734"
"1096705029341188147","1096705029399920669"
"1096705029341188147","1096705029399920660"
"1103363922150567996","1103363922205081670"
"937398557286228010","959737315784286209"
"1092541383887306863","1092716787440832562"
"1102163917062549645","1102538514429640734"
"1102163917062549645","1102538515394334741"
"1047228829866938480","1048280169267331162"
"1047228829866938480","1105569304562376817"
"961317716554309712","1105209420427833354"
"1105814804385509459","1105854938623512648"
"1081194208796344320","1104749661497086023"
"1023249968703741992","1023302717743059095"
"1105475162448609412","1106976729538502757"
"1105475162448609412","1106575079665569892"
"1105475162448609412","1105508459434225825"
"1089280831702446180","1089876868024520846"
"1055886722593996820","1107678281685270641"
"1107703243796127825","1107703881993044038"
"1096385661734494218","1107672254021636096"
"1108252522583429172","1108378161135226910"
"1108708098929066065","1108708098929066066"
"1104820260927971391","1104820260927971398"
"1104820260927971391","1104820260927971396"
"1104820260927971391","1104820260927971395"
"1108054528600850463","1108850689511280670"
"1060915566971453471","1061200989690007684"
"1060633841947131925","1060633841947131927"
"1060633841947131925","1060633841947131926"
"1108252522583429172","1108367720795340942"
"1057609802387304499","1066643616690360350"
"1057609802387304499","1066643956873580644"
"1057609802387304499","1061181422137786448"
"1035932858692407387","1035932858692407390"
"1025700606670807051","1062379202667614228"
"1060633841947131925","1109426459270979674"
"1045359956406317127","1079360961703591988"
"1090990406243733575","1090992760754020374"
"1078380618053861448","1078380618053861449"
"988081985488564266","989959425118847027"
"1109816514447671398","1110294809928806440"
"1109816514447671398","1110295885600006154"
"1109816514447671398","1110295894240276621"
"1110529784603213854","1110529784603213857"
"1110529784603213854","1110529784603213856"
"1081228765901893653","1081599597979369663"
"1102163917062549645","1110586227410878514"
"1082004319970283600","1082004757381656647"
"1055400814941851659","1110861901765812305"
"1055400814941851659","1055905842064527461"
"1084870365584560220","1110980627550965871"
"1084870365584560220","1084870365584560222"
"1105024834699788339","1111273665737261117"
"1084192787198640139","1111310952290336840"
"1023650258032525322","1102984695949578270"
"1023650258032525322","1102987087831122040"
"1023650258032525322","1102985747990073465"
"1105024834699788339","1111943847556161587"
"1001915266055274689","1067170521696972820"
"1112979829717999616","1112983711064002641"
"1112979829717999616","1112996222547005500"
"1113390943492653097","1113392181005271100"
"1114219476834058322","1114221052298547281"
"1113897131208605844","1113935223332286606"
"1113897131208605844","1114150243517345936"
"1114475127967584296","1114479545354031166"
"829790315636326400","829805783553277962"
"1092359802375647292","1092359802375647301"
"1114845804675473438","1114854692137205891"
"1016318771838853132","1097162497137590543"
"1115354195554480311","1115660374683942992"
"1081228765901893653","1081599510079340544"
"1053752510772420698","1116362255429275709"
"1040740183974351008","1040742401788092446"
"1047111184064716861","1047111184115040322"
"1117180395352510484","1117180395352510486"
"1117166444451471421","1117389412943282257"
"1110548582207082518","1110578007669751910"
"1117497871047082106","1117505879588225064"
"998185087155847228","1083870099796144249"
"991404733581496380","1117058863770910781"
"1119042040144089121","1119043832349208678"
"1104109477709479976","1112794745828298772"
"1119628798325960794","1119646196449955961"
"1110585306803093546","1110585307243483305"
"1110585306803093546","1110585307243483299"
"1110585306803093546","1110585307243483302"
"1119945455816691713","1120361110462267392"
"1105918482136191077","1105931342027427840"
"1119369841694998568","1119369841774698731"
"1119369841694998568","1119369841774698729"
"1119369841694998568","1119369841774698730"
"1059674750751871087","1059675349853667398"
"1120073762650476677","1120073763069898794"
"1120705348739797034","1120705348739797036"
"995408667845329007","995745248569471056"
"995408667845329007","1055811086034686005"
"995408667845329007","995745247437017109"
"1121163107700580442","1121163826793037924"
"1121499310018801705","1121811465310048386"
"1122083968871841854","1122086233783406683"
"1121731746380132352","1121732491716333578"
"1099774247427113090","1106818793952509962"
"1121350028594774046","1121350028619952174"
"1122896633206689902","1122913529171808388"
"1122896633206689902","1122910592441790514"
"1122896633206689902","1122914270787670087"
"1116745510989074442","1116799604898406551"
"992065012610908203","1123267137616748546"
"1124050058027999363","1124052186398216194"
"1122974666307412038","1122974666349359161"
"1119907005956636692","1125132091227652136"
"1119907005956636692","1125175409215025232"
"1125488129923629056","1125488129973948452"
"1126300307899547721","1126314235815804928"
"1127234665149890562","1127235455017046136"
"1127947586834272338","1127948694713544804"
"1127329179076145243","1127676233195470973"
"1126819939152580608","1128686041277149214"
"1127663049407479908","1127667412855173131"
"1123985389502341205","1128967337559724073"
"1123985389502341205","1128967342743879770"
"1125783701452767242","1129430907263127632"
"1108732938339762348","1130416739486806027"
"1130602403150966824","1130781931391434833"
"1130602403150966824","1130826224793567313"
"1130602403150966824","1130829265634611273"
"1130904564275621908","1130907187326238862"
"1130943302653452399","1130952214643486841"
"1124605131778949162","1131714891552653403"
"1128740051904368670","1128962572238991411"
"1094927875804762212","1094927875804762216"
"1116016786131918888","1116016786131918891"
"1116016786131918888","1116016786131918889"
"1122083968871841854","1122086709702701136"
"1132367529680044042","1132367529680044043"
"1092719318711676999","1128657868464328775"
"988081985488564266","1078006478331453631"
"988081985488564266","1078374418734125126"
"1132980282887258144","1133376774118576208"
"1133861726459273276","1133870277785292881"
"1089814668798869525","1089814668882751491"
"1124052256958988329","1124052256958988331"
"1134559792371859597","1134559792371859604"
"1134559792371859597","1134559792371859606"
"1107340879703855195","1107344338545037389"
"1132972316494676010","1133294174557446246"
"1132972316494676010","1133294253682982983"
"1135354565793939506","1135355018384506971"
"1135401345424310362","1135408179946209330"
"1135282589742153779","1135438617314082816"
"1135282589742153779","1135292727093891103"
"1135278078059352175","1135289415204343839"
"1135973373344747580","1135986515521044663"
"1136015198189277184","1136020636695806022"
"1136747610032570458","1136764989001191443"
"1137673481627115540","1137673481790685220"
"1137673481627115540","1137673481790685219"
"1137462310110232616","1137512401940529192"
"1075531443192746184","1075531443192746184"
"913107980063502400","1138263648788295721"
"1057332598357098577","1082377690348265533"
"1046186784758964357","1047619382613913600"
"1138533971832086679","1138533971861459151"
"1139888105982271588","1139890589651972116"
"1139284145063854150","1139285913596342432"
"1140646796784316527","1140646796838842400"
"1142517785877020713","1142536767430463588"
"1142769811026350192","1142886576830025759"
"1120771161870049372","1124715503814979634"
"1143885092230537316","1144221568201924658"
"1143885092230537316","1144221439470346291"
"1144265656628416545","1144268946250416221"
"1063546824742420572","1092002324878204968"
"1084949404844298342","1085278953364803747"
"1125024269005508648","1125024269005508649"
"1126819939152580608","1128698379925459034"
"1010715587581853897","1146773947627606136"
"980152781899976735","1137936086379798628"
"1126819939152580608","1128698396828500019"
"1125144729118588979","1147235951991599204"
"1147546290058694788","1147606159470100653"
"1137266851282423808","1147618704180392026"
"1147406652014870589","1148224898817331303"
"1010715587581853897","1149211612738240564"
"1149790240073068696","1149794287601598474"
"1150436668277534730","1150438259785220158"
"1152211196225794150","1152237248717279314"
"1152211196225794150","1152236442471383161"
"1152654759967346841","1152654760177057909"
"1152654759967346841","1152928790587129887"
"1152654759967346841","1152654759967346846"
"1153184025079451648","1153191018624204800"
"1148682943712198767","1148682943712198768"
"1155865791351226370","1155867257809932348"
"1156294071065788488","1156295217276784660"
"803697848163631105","855751201786298369"
"1156562516663599174","1156644692373549146"
"1134940904914964532","1156327653712859136"
"1157428925341905046","1157428925341905047"
"1157460231106871379","1157460231568248903"
"1157460231106871379","1157460231543074875"
"1157274689165602866","1157284133987426324"
"1157643789729550397","1157643789729550399"
"1157643789729550397","1157643789729550398"
"1094612990621388852","1094615479961784340"
"1157723569237794907","1157723569279746164"
"1157723569237794907","1157723569279746163"
"1159197093387309137","1159197368604962846"
"1050025789128708158","1097589554573213696"
"1159519659930943579","1159754339628359720"
"1159906424982347836","1159910544833261650"
"1159906424982347836","1159910960186794034"
"1159906424982347836","1159911302697852991"
"1159804188201586799","1159806861336391740"
"1159804188201586799","1159806859444752404"
"1161378313860812890","1161383987625852998"
"1161634391102062682","1161645497665208441"
"1161634391102062682","1161645614514327662"
"1161634391102062682","1161646984369811608"
"1118939311686041630","1119235008096374945"
"1147523026259300384","1147538223590015006"
"1159129365074940004","1159129365074940006"
"1162684017968152716","1163099373530513408"
"1095805385841057822","1095805385841057826"
"1162126143823032401","1162641431270268969"
"1162684017968152716","1163104656428384276"
"1163170535295942816","1163190371128463531"
"1163486583073275934","1163846676646203535"
"1104143779801333922","1113915979978784798"
"1164960575340691576","1164960575370039341"
"1001915266055274689","1132423585642848377"
"1140345836451156070","1146767000568344576"
"1140345836451156070","1145314492528480307"
"1166732314823368754","1166761590171910315"
"1108050374595706981","1111968516766179389"
"1166732314823368754","1166737714809405482"
"1120678660479909948","1120685589092638740"
"1167117426408833044","1167156308865187860"
"1166435600468025486","1166692671176310854"
"1132633003068244021","1132633003122770023"
"1132633003068244021","1132633003089211420"
"1132633003068244021","1132633003089211417"
"1169205352731000852","1169212843128803419"
"1169205352731000852","1169212929212690463"
"1169387882746753146","1169396192254378024"
"1164520656247984128","1164520656260571210"
"1164520656247984128","1164520656260571212"
"1164960575340691576","1164960575340691580"
