"guild_id","message","channel_id"
"1038067079938576394","",Normal
"1047228829866938480",%member hat das %level erreicht HGW,"1055770912345030697"
"931796676774092842",🎉 Glückwunsch %member! Du hast Level %level erreicht.,"1135218996044628089"
"1096705029341188147","","1101012634859483156"
"1079807502113316896","%member, du hast **Level %level** erreicht! 🥳",Normal
"1101833384763854888","","1102183306918887424"
"1096139477983965347",Herzlichen Glückwunsch! Du hast das nächste Level erricht! Gib /rank (name) ein um deinen Fortschritt zu sehen. Danke das du auf diesem DC Server chillst. peppo Happy :),Privat
"1104021295223558286","","1104111383425056798"
"1104138711706382347","",Normal
"1047111184064716861",**<a:SL_loveeeee:1100071257090838699> | %member hat gerade Level %level erreicht! GG!**,"1047111184870019092"
"993991035485179954",%member hat ein neues Level erreicht! `%level` <a:server_confetti:1092768156768026674>,"1050769800009355305"
"1101225748989231147",Glückwunsch 🏆🎉du hast  erreicht,Normal
"1084192787198640139",Glückwunsch %member! Du hast Level %level Erreicht!,Privat
"1105476807576272937",du bist nun Level %level %member  HGW!!,Privat
"988081985488564266",,Privat
"1082004319970283600",,Normal
"1111393331721818252",,Normal
"1109441591522906203","🎊%member, du hast **Level %level** erreicht!🎊",Normal
"1113109061785878532","» Herzlichen Glückwunsch %member, du hast **Level %level** erreicht! ✨ «","1113494689539182712"
"829790315636326400",Hey %member hat das level %level ereicht Glückwunsch,Normal
"1113419787859673218",glückwunscht du hast jetzt das Level,
"1013540946052382942",,"1013540947130323001"
"1100508351206543482",,Normal
"974349292695322714",%member hat level %level erreicht . ( Max 100 Level ),"1117434797522964540"
"1107751716234989699",Dein Pass Level Ist Nun %level %member,"1119373013696139264"
"1104109477709479976",,"1136978147158544385"
"1116357958977212466",,Normal
"1120224794839887963",%member Dein Level Ist Nun %level,"1120224796853162032"
"1122466545432547390",%member Dein Level Ist Nun %level,"1122466549526179912"
"1115253027583041696",%member Dein Ad-Pass Level ist nun %level,"1115253029189451832"
"1122968746999431269",,Normal
"1061674451965583420",Herzlichen Glückwunsch! Du hast ein neues Level erreicht!,Privat
"1125738840993304586","%member Du Bist Nun %level 
Werbe weiter für mehr Level","1125738842104811527"
"1126300307899547721",,"1126345338672906322"
"1097921696750637166",%member hat Level %level erreicht.,"1125851748993597625"
"1059249223381557369",,Privat
"1121427167721558107",Haha du hast ein neues Level erreicht 🙂 Glückwunsch 🎉,Normal
"1127663049407479908",,"1128739244056268841"
"1126608871927070884",%member Du bist nun %level,Privat
"1130043812941668403",%member Dein Level ist nun %level,"1130043815001071678"
"1129739188745551922",,"1129739189202727024"
"1117524254070689914",,"1117527907317850163"
"1130135249674850374",,"1134858018719273081"
"1130602403150966824",,Normal
"1129452134220447794",,Normal
"1089814668798869525",Jo %member bist jetzt level %level,"1134498009477034025"
"961814131516780605",,"1058813481882755102"
"1130056583854952458",,"1130153540954894487"
"1136036031183994970",,"1136981638606237706"
"1126143254266642472",,Normal
"1138774774756151357",,"1138826099263021116"
"1137673481627115540",,"1137673483908816946"
"1137397740620492860",,"1137447967012438128"
"1142831618319454338",,"1143165957838213150"
"1145411588111740961",,Privat
"1145583569025126451",,Privat
"1010715587581853897",,"1146090623410110466"
"1111756974397325352",,"1135700282894975057"
"1050025789128708158","Krass, %member, du hast Level %level erreicht! 💪","1148169284959359026"
"1148489013393641542",,"1148489014941335601"
"1148847286055600198",,"1148847286688948256"
"1146810009871712286",Herzlich Glückwunsch %member !!! Du bist nun 1 Level weiter!,"1147545178668797973"
"1147342274292887562",,"1150211452934836316"
"1080896770671915018",,"1088901947123310704"
"1150432293316464640",,"1150432294042075273"
"1137781237747040377",,Normal
"1152537305370865696",%member du schreibst ohne <@1134863608233328660> WIE TRAURIG xD Dein Level ist: %level,"1152546743846711357"
"1153758306523947018",,"1153759395319119923"
"988378814184820776",,"1154114962671804416"
"1138088813198065725",,"1138088814821261316"
"1155467729336287262",Hey du bist jetzt ein Level aufgestiegen!1,"1155470985290584116"
"1142119099309228092",> <:SE_PurpleArrow:1155703917032775730> %member du bist jetzt **Level %level**!<a:SE_LevelUp:1155724516501237831>,"1155577408754298931"
"1156177453346201701",,"1156186385112371240"
"1087775281089089636",,"1093609151617302598"
"1065266225921392710",◇_◇,Normal
"1159896999336882176",,Normal
