"guild_id","roleid","level"
"1014445347713593354","1014473704538898433","95"
"1014445347713593354","1014473717000183818","100"
"1011666623465267341","1014899341191811183","50"
"937793977892077668","1013061574640009277","50"
"937793977892077668","1015662495014330449","1"
"937793977892077668","1015662607627194398","5"
"937793977892077668","1015663089057796156","15"
"937793977892077668","1015663341672337448","25"
"937793977892077668","1015663436820140093","40"
"937793977892077668","1015663565992099840","75"
"937793977892077668","1015683978050670702","3"
"937793977892077668","1015684639890882581","90"
"937793977892077668","999586303836442654","100"
"937793977892077668","1015685036823027797","99"
"937793977892077668","1015663229948657674","10"
"993887751785168906","1015706418671783966","5"
"993887751785168906","1015707753592922174","15"
"993887751785168906","1015707270899830848","30"
"993887751785168906","1015707443822596116","45"
"993887751785168906","1015708166610223154","60"
"993887751785168906","1015708340241842306","80"
"993887751785168906","1015707075709517924","99"
"993887751785168906","994504497546133575","100"
"676115729124425737","1014952648098713722","1"
"676115729124425737","1014952649071800340","5"
"676115729124425737","1014952650145529926","10"
"676115729124425737","1014952652183965847","15"
"676115729124425737","1014952653119303741","20"
"676115729124425737","1014952654507622520","40"
"676115729124425737","1014952655535231098","60"
"676115729124425737","1014952657380724776","100"
"937793977892077668","1015883749357002873","30"
"994332164768403596","1005399697214677023","25"
"1009124566544695357","1016422574940491837","2"
"1009124566544695357","1016422573657030656","5"
"1009124566544695357","1016422572688162977","10"
"1009124566544695357","1016422571568287925","15"
"1009124566544695357","1016422570620375161","25"
"1009124566544695357","1016422569353682996","50"
"1009124566544695357","1016422568145727548","100"
"972184158665310239","1018105567606214696","3"
"972184158665310239","1018106558913187860","5"
"972184158665310239","1018112894929490030","10"
"1009597118761148506","1009598555134099527","5"
"1009597118761148506","1009598553548660827","15"
"1009597118761148506","1009598552688824442","25"
"1009597118761148506","1009598500234862623","35"
"1009597118761148506","1009598498955604018","45"
"1009597118761148506","1009598581033930843","55"
"858329106726518794","979483480025071697","5"
"858329106726518794","979483481233055816","10"
"858329106726518794","979483482935947374","15"
"858329106726518794","979483484752052285","20"
"858329106726518794","979483485804826624","25"
"858329106726518794","979483487641960478","30"
"858329106726518794","979483489399345242","35"
"858329106726518794","979483490603135047","40"
"858329106726518794","979483492645736488","45"
"858329106726518794","979483493597851698","50"
"858329106726518794","979483495397203988","55"
"858329106726518794","979483496315760680","60"
"858329106726518794","979483497234333726","65"
"858329106726518794","979483499125940285","70"
"858329106726518794","979483500979818526","75"
"858329106726518794","979483501793538140","80"
"858329106726518794","979483503005687869","85"
"858329106726518794","979483504138145842","90"
"858329106726518794","979483505065066546","95"
"858329106726518794","979483506864455801","100"
"1018445925972201523","1019936135159496774","15"
"1013884961583022250","1019780816718544987","3"
"1013884961583022250","1019780925745266748","6"
"1013884961583022250","1019781088987586571","9"
"1013884961583022250","1019781392705536091","12"
"1013884961583022250","1019781565355675710","15"
"1013884961583022250","1019782036740911106","18"
"1013884961583022250","1019782042533240894","21"
"1013884961583022250","1019782044265496618","25"
"1013884961583022250","1019782044814942208","35"
"1013884961583022250","1019782045527969823","50"
"1013884961583022250","1019782046236819536","60"
"1013884961583022250","1019782046878539867","100"
"1019243091267424287","1019646528110985267","6"
"1019243091267424287","1019646528110985267","7"
"1019243091267424287","1019646528110985267","5"
"1019597631128870962","1022842716444434473","5"
"1019597631128870962","1022842781389037629","10"
"1015142561087750174","1015974402845835364","2"
"1015142561087750174","1015303685942812732","3"
"1015142561087750174","1015303714816405565","4"
"994332164768403596","1023517618830843974","2"
"916429769007067157","1022931086361243659","5"
"916429769007067157","1022931292653899867","10"
"916429769007067157","1022931564516102145","15"
"916429769007067157","1022931725568970752","20"
"916429769007067157","1022932055065112627","25"
"916429769007067157","1023575299620884560","30"
"1022933825069776936","1024378806271758416","5"
"1022933825069776936","1024379118801924300","10"
"1022933825069776936","1024379335580340314","15"
"1022933825069776936","1024379558285295687","20"
"1022933825069776936","1024380036578562108","30"
"1022933825069776936","1024379924271878176","45"
"1022933825069776936","1024380312945438821","50"
"1022933825069776936","1024380755184463966","75"
"1022933825069776936","1024380931332649001","100"
"997065184017395712","1016676600122708009","5"
"997065184017395712","1016676760076681268","10"
"997065184017395712","1016676595764842609","15"
"1023650258032525322","1100470002991243274","1"
"1023650258032525322","1100470272710168626","5"
"1023650258032525322","1100470450305376326","10"
"1023650258032525322","1100470608510320770","15"
"1023650258032525322","1100470509587673239","20"
"1023650258032525322","1100470761493377085","25"
"1023650258032525322","1100470683353501716","30"
"1023650258032525322","1100470868741738577","40"
"1023650258032525322","1100470931815661619","50"
"1023650258032525322","1100470968708767874","60"
"1047111184064716861","1047111184115040323","1"
"1047111184064716861","1047111184115040324","3"
"1047111184064716861","1047111184115040325","5"
"1047111184064716861","1047111184131821568","10"
"1047111184064716861","1047111184131821569","15"
"1047111184064716861","1047111184131821570","20"
"1047111184064716861","1047111184131821572","30"
"1047111184064716861","1047111184131821573","40"
"1047111184064716861","1047111184131821574","50"
"1047111184064716861","1081285368151805972","75"
"1047111184064716861","1081236000384221214","100"
"1044625104379858944","1096424772998541493","5"
"1044625104379858944","1096424864727957645","10"
"1044625104379858944","1096424948576305272","15"
"1044625104379858944","1096425072639610990","20"
"1044625104379858944","1096425147864465458","25"
"1044625104379858944","1096425228747407370","30"
"1044625104379858944","1096425524873674802","35"
"1044625104379858944","1096425409559666828","40"
"1044625104379858944","1096425589604372580","45"
"1044625104379858944","1096426531355631657","50"
"1101833384763854888","1102180392934572102","1"
"1101833384763854888","1102180439067738262","2"
"1101833384763854888","1102180479479840800","3"
"1096139477983965347","1096444534910619678","1"
"993991035485179954","1101154686763028500","5"
"1104138711706382347","1104140650707964037","1"
"1104138711706382347","1104431662630178827","4"
"1104138711706382347","1104433127553765426","2"
"1099659713559412809","1104435340149805076","1"
"1099659713559412809","1104435484589051955","2"
"1099659713559412809","1104435642265514054","3"
"1079807502113316896","1104460856017825802","1"
"1079807502113316896","1104464131878301837","5"
"1079807502113316896","1104464335016824943","10"
"1079807502113316896","1104464338988839052","20"
"1079807502113316896","1104464340133875813","30"
"1079807502113316896","1104465100020142140","40"
"1079807502113316896","1104465102301827163","50"
"1079807502113316896","1104466120267792498","60"
"1079807502113316896","1104466165213958287","70"
"1079807502113316896","1104466424874930408","80"
"1079807502113316896","1104466470378934383","90"
"1079807502113316896","1104466792652480552","100"
"1084192787198640139","1105533761820561521","1"
"1084192787198640139","1105533713657368717","5"
"1084192787198640139","1105533578906968175","10"
"1084192787198640139","1105533519016505488","20"
"1084192787198640139","1105531932349059112","50"
