"guild_id","emoji","msg_id","role_id"
"994332164768403596",🧒,"999338870808248372","997565153207914576"
"994332164768403596",😎,"999338870808248372","997565307147255828"
"994332164768403596",🧑,"999338870808248372","997565360003887146"
"994332164768403596",🟢,"999339863017005208","999339445620846602"
"994332164768403596",🔵,"999339863017005208","997565307147255828"
"994332164768403596",🔴,"999339863017005208","997565360003887146"
"951776421355868231",News,"1000033000236531763","1000033293955252264"
"951776421355868231",Umfrage,"1000033000236531763","1000033417313931304"
"951776421355868231",welt,"1000033000236531763","1000033454261542912"
"951776421355868231",welt,"1000033000236531763","1000033454261542912"
"951776421355868231",earth,"1000033000236531763","1000033454261542912"
"951776421355868231",🗞️,"1000033000236531763","1000033454261542912"
"951776421355868231",🔎,"1000033000236531763","1000033513925529630"
